,PLAYER_GATE_ID,WEEK_N,SALE_SUM,WIN_SUM,WIN_CNT,TICKET_CNT,BINGO_SALES,MOMENT_SALES,QUICK_SALES,NUMBER_SALES,AR_SALES,FS_SALES,SITE_SALES,MOBSITE_SALES,MOBAPP_SALES
4898,9539420611800,4.0,525.0,275.0,3,8,525,0,0,0,525,0,0,0,0
4899,906368414500,4.0,300.0,200.0,2,3,300,0,0,0,0,300,0,0,0
4900,4941537652500,4.0,500.0,400.0,4,5,500,0,0,0,0,500,0,0,0
4901,3303318125000,4.0,1900.0,440.0,6,22,325,0,900,675,1900,0,0,0,0
4902,5557846859200,4.0,100.0,100.0,1,1,100,0,0,0,100,0,0,0,0
4903,5513772606300,4.0,600.0,100.0,1,6,600,0,0,0,0,600,0,0,0
4904,936775879200,4.0,300.0,,0,3,300,0,0,0,0,300,0,0,0
4905,1784175087500,4.0,300.0,366.0,2,2,100,0,0,200,300,0,0,0,0
4906,4900598167800,4.0,290.0,90.0,2,7,0,0,0,290,0,290,0,0,0
4907,5284777486800,4.0,200.0,200.0,2,2,200,0,0,0,200,0,0,0,0
4908,4378738661600,4.0,400.0,308.0,3,4,400,0,0,0,0,400,0,0,0
4909,6122054930400,4.0,2000.0,4023.0,11,18,800,0,0,1200,2000,0,0,0,0
4910,4722900455400,4.0,200.0,,0,2,200,0,0,0,200,0,0,0,0
4911,5574121379400,4.0,350.0,258.0,2,4,350,0,0,0,350,0,0,0,0
4912,9730579117600,4.0,550.0,395.0,3,6,550,0,0,0,550,0,0,0,0
4913,4537419432300,4.0,600.0,100.0,1,6,600,0,0,0,600,0,0,0,0
4914,6122003852800,4.0,650.0,175.0,2,8,650,0,0,0,650,0,0,0,0
4915,5346064166300,4.0,4000.0,4351.0,6,20,0,0,0,4000,0,4000,0,0,0
4916,8705335854600,4.0,100.0,,0,1,100,0,0,0,0,100,0,0,0
4917,4282636060800,4.0,3000.0,1141.0,1,3,0,0,0,3000,3000,0,0,0,0
4918,6252986494800,4.0,300.0,200.0,2,3,300,0,0,0,0,300,0,0,0
4919,8749043226700,4.0,300.0,,0,3,300,0,0,0,0,300,0,0,0
4920,1797383591400,4.0,200.0,200.0,2,2,200,0,0,0,200,0,0,0,0
4921,6489557047800,4.0,575.0,100.0,3,6,0,0,0,575,0,575,0,0,0
4922,4812548093500,4.0,75.0,,0,1,75,0,0,0,0,75,0,0,0
4923,7226795273500,4.0,400.0,200.0,2,4,400,0,0,0,0,400,0,0,0
4924,9744169330300,4.0,200.0,100.0,1,2,200,0,0,0,0,200,0,0,0
4925,6124362721400,4.0,360.0,,0,2,0,0,0,360,360,0,0,0,0
4926,6153742100500,4.0,275.0,100.0,1,3,275,0,0,0,0,275,0,0,0
4927,4811590356300,4.0,300.0,125.0,2,2,0,0,0,300,300,0,0,0,0
4928,4728515831700,4.0,100.0,100.0,1,1,100,0,0,0,0,100,0,0,0
4929,4089284895200,4.0,150.0,100.0,1,2,100,0,0,50,0,150,0,0,0
4930,4747973405900,4.0,100.0,125.0,1,1,100,0,0,0,100,0,0,0,0
4931,4895242685200,4.0,300.0,200.0,2,3,300,0,0,0,0,300,0,0,0
4932,5466216394200,4.0,200.0,150.0,1,2,200,0,0,0,200,0,0,0,0
4933,6148826037100,4.0,200.0,,0,2,200,0,0,0,0,200,0,0,0
4934,4673801598900,4.0,200.0,,0,2,200,0,0,0,0,200,0,0,0
4935,9037003980600,4.0,500.0,200.0,2,6,500,0,0,0,500,0,0,0,0
4936,8629413314800,4.0,80.0,,0,2,0,0,0,80,0,80,0,0,0
4937,9320671939400,4.0,400.0,205.0,2,4,400,0,0,0,0,400,0,0,0
4938,2262344354700,4.0,125.0,150.0,1,2,125,0,0,0,125,0,0,0,0
4939,7818136136200,4.0,300.0,,0,3,300,0,0,0,0,300,0,0,0
4940,4970377928900,4.0,475.0,100.0,1,5,475,0,0,0,0,475,0,0,0
4941,8136725780200,4.0,500.0,325.0,3,5,500,0,0,0,500,0,0,0,0
4942,407300927800,4.0,500.0,300.0,2,5,500,0,0,0,500,0,0,0,0
4943,9767990767300,4.0,200.0,150.0,1,2,200,0,0,0,200,0,0,0,0
4944,9551149420900,4.0,100.0,100.0,1,1,100,0,0,0,100,0,0,0,0
4945,4857257000,4.0,200.0,,0,2,200,0,0,0,0,200,0,0,0
4946,4953028508800,4.0,500.0,300.0,3,5,500,0,0,0,0,500,0,0,0
4947,1872968623500,4.0,200.0,100.0,1,2,200,0,0,0,0,200,0,0,0
4948,4977597329900,4.0,200.0,135.0,1,2,200,0,0,0,0,200,0,0,0
4949,9752135771600,4.0,600.0,120.0,3,3,0,0,0,600,0,600,0,0,0
4950,5330655694700,4.0,300.0,,0,3,300,0,0,0,0,300,0,0,0
4951,4904202891000,4.0,40.0,,0,1,0,0,0,40,0,40,0,0,0
4952,9243839155600,4.0,100.0,,0,1,100,0,0,0,100,0,0,0,0
4953,4393297256400,4.0,200.0,,0,1,0,0,0,200,200,0,0,0,0
4954,6562971874300,4.0,1000.0,216.0,2,10,1000,0,0,0,1000,0,0,0,0
4955,9307086379800,4.0,200.0,200.0,1,2,200,0,0,0,200,0,0,0,0
4956,8894418002200,4.0,100.0,,0,1,100,0,0,0,0,100,0,0,0
4957,4808906390000,4.0,2040.0,1238.0,2,3,0,0,0,2040,2040,0,0,0,0
4958,5355996511100,4.0,2000.0,,0,10,0,0,0,2000,2000,0,0,0,0
4959,7729282673400,4.0,400.0,200.0,2,4,400,0,0,0,0,400,0,0,0
4960,3175175927200,4.0,200.0,100.0,1,2,200,0,0,0,0,200,0,0,0
4961,6115349171700,4.0,200.0,100.0,1,2,200,0,0,0,0,200,0,0,0
4962,5254013209900,4.0,175.0,100.0,1,2,175,0,0,0,75,100,0,0,0
4963,940064680900,4.0,200.0,,0,2,200,0,0,0,0,200,0,0,0
4964,4952841186100,4.0,2350.0,1571.0,3,5,200,0,0,2150,2350,0,0,0,0
4965,4597802849300,4.0,100.0,100.0,1,1,100,0,0,0,100,0,0,0,0
4966,9562691733600,4.0,75.0,200.0,1,1,75,0,0,0,75,0,0,0,0
4967,3253613713200,4.0,50.0,,0,1,50,0,0,0,0,50,0,0,0
4968,792458426000,4.0,100.0,100.0,1,1,100,0,0,0,0,100,0,0,0
4969,5034683944300,4.0,100.0,100.0,1,1,100,0,0,0,0,100,0,0,0
4970,5305886893400,4.0,175.0,280.0,2,2,175,0,0,0,0,175,0,0,0
4971,2921891018100,4.0,400.0,125.0,4,4,0,0,0,400,400,0,0,0,0
4972,8272253918100,4.0,275.0,,0,3,275,0,0,0,0,275,0,0,0
4973,8552723424300,4.0,200.0,100.0,1,2,200,0,0,0,200,0,0,0,0
4974,9539030594200,4.0,75.0,,0,1,75,0,0,0,0,75,0,0,0
4975,4889674525300,4.0,200.0,,0,2,200,0,0,0,0,200,0,0,0
4976,1225740204100,4.0,725.0,250.0,2,4,0,0,0,725,725,0,0,0,0
4977,3834938800,4.0,150.0,75.0,1,1,0,0,0,150,150,0,0,0,0
4978,1963556327700,4.0,1020.0,900.0,2,8,0,0,1020,0,0,1020,0,0,0
4979,2655289241400,4.0,1000.0,200.0,1,1,0,0,0,1000,1000,0,0,0,0
4980,9642081896900,4.0,500.0,,0,5,500,0,0,0,0,500,0,0,0
4981,9335075545500,4.0,100.0,50.0,1,2,0,0,0,100,0,100,0,0,0
4982,1804280123800,4.0,50.0,,0,1,0,0,0,50,50,0,0,0,0
4983,2870499727500,4.0,200.0,,0,2,200,0,0,0,0,200,0,0,0
4984,5474592676700,4.0,100.0,100.0,1,1,100,0,0,0,100,0,0,0,0
4985,3540664865200,4.0,200.0,175.0,3,4,150,0,0,50,200,0,0,0,0
4986,3291753393400,4.0,1000.0,200.0,1,1,0,0,0,1000,1000,0,0,0,0
4987,4072777081400,4.0,800.0,600.0,6,8,800,0,0,0,0,800,0,0,0
4988,9304122144800,4.0,200.0,100.0,1,2,200,0,0,0,0,200,0,0,0
4989,8612185212200,4.0,200.0,100.0,1,2,200,0,0,0,200,0,0,0,0
4990,5337208216700,4.0,200.0,200.0,2,2,200,0,0,0,200,0,0,0,0
4991,3377352551900,4.0,600.0,150.0,1,4,200,0,0,400,600,0,0,0,0
4992,4402909032300,4.0,200.0,200.0,2,2,200,0,0,0,0,200,0,0,0
4993,4979287397900,4.0,300.0,125.0,1,3,300,0,0,0,300,0,0,0,0
4994,4830055260700,4.0,300.0,125.0,1,3,300,0,0,0,0,300,0,0,0
4995,6048353389800,4.0,200.0,239.0,1,1,0,0,0,200,200,0,0,0,0
4996,4788452657100,4.0,800.0,,0,2,0,0,0,800,800,0,0,0,0
4997,3437320219200,4.0,200.0,225.0,2,2,200,0,0,0,0,200,0,0,0
4998,8728163239700,4.0,50.0,,0,1,0,0,0,50,0,50,0,0,0
4999,9764136872000,4.0,400.0,300.0,3,4,400,0,0,0,400,0,0,0,0
5000,5214414247800,4.0,100.0,100.0,1,1,100,0,0,0,100,0,0,0,0
5001,9484768569500,4.0,300.0,100.0,2,6,0,0,0,300,0,300,0,0,0
5002,4899791617700,4.0,100.0,150.0,1,1,100,0,0,0,100,0,0,0,0
5003,4867320040700,4.0,500.0,308.0,3,5,500,0,0,0,0,500,0,0,0
5004,2972545952400,4.0,400.0,239.0,1,1,0,0,0,400,400,0,0,0,0
5005,2516153203000,4.0,200.0,565.0,1,1,0,0,0,200,200,0,0,0,0
5006,8705838380200,4.0,200.0,125.0,1,2,200,0,0,0,0,200,0,0,0
5007,8352785668100,4.0,100.0,100.0,1,1,100,0,0,0,0,100,0,0,0
5008,6137774035500,4.0,200.0,,0,2,200,0,0,0,0,200,0,0,0
5009,4773766896500,4.0,400.0,,0,4,400,0,0,0,0,400,0,0,0
5010,1691833912400,4.0,600.0,,0,1,0,0,0,600,600,0,0,0,0
5011,5104141083300,4.0,250.0,125.0,4,10,0,0,0,250,250,0,0,0,0
5012,5403206914500,4.0,175.0,,0,2,175,0,0,0,175,0,0,0,0
5013,9780260026700,4.0,200.0,200.0,2,2,200,0,0,0,0,200,0,0,0
5014,5308404728500,4.0,1000.0,475.0,4,10,1000,0,0,0,1000,0,0,0,0
5015,4761672755600,4.0,100.0,100.0,1,1,100,0,0,0,100,0,0,0,0
5016,5305188335800,4.0,2200.0,1252.0,3,5,0,0,0,2200,2200,0,0,0,0
5017,8946554512400,4.0,300.0,125.0,1,3,300,0,0,0,300,0,0,0,0
5018,4819865238700,4.0,500.0,214.0,2,5,500,0,0,0,0,500,0,0,0
5019,5322544942500,4.0,200.0,200.0,2,2,200,0,0,0,0,200,0,0,0
5020,8918143675500,4.0,200.0,100.0,1,2,200,0,0,0,200,0,0,0,0
5021,9098664910600,4.0,600.0,300.0,3,6,600,0,0,0,0,600,0,0,0
5022,5391331120300,4.0,100.0,,0,1,100,0,0,0,0,100,0,0,0
5023,5570104554400,4.0,300.0,100.0,1,3,300,0,0,0,0,300,0,0,0
5024,2548689576200,4.0,800.0,100.0,1,7,600,0,0,200,200,600,0,0,0
5025,4400585256800,4.0,200.0,100.0,1,2,200,0,0,0,200,0,0,0,0
5026,6165786194100,4.0,200.0,200.0,2,2,200,0,0,0,0,200,0,0,0
5027,9610183390500,4.0,275.0,280.0,2,3,275,0,0,0,275,0,0,0,0
5028,4933946547600,4.0,100.0,100.0,1,1,100,0,0,0,100,0,0,0,0
5029,5258077172600,4.0,100.0,100.0,1,1,100,0,0,0,0,100,0,0,0
5030,4749991245400,4.0,100.0,100.0,1,1,100,0,0,0,100,0,0,0,0
5031,4763049006700,4.0,200.0,,0,2,200,0,0,0,0,200,0,0,0
5032,2237126224900,4.0,300.0,300.0,3,3,300,0,0,0,0,300,0,0,0
5033,3189093893800,4.0,300.0,100.0,1,3,300,0,0,0,0,300,0,0,0
5034,8597257768500,4.0,700.0,575.0,4,9,700,0,0,0,0,700,0,0,0
5035,4787837840200,4.0,300.0,200.0,2,3,300,0,0,0,0,300,0,0,0
5036,7012851322800,4.0,100.0,,0,1,100,0,0,0,0,100,0,0,0
5037,4942700562000,4.0,300.0,100.0,1,3,300,0,0,0,0,300,0,0,0
5038,3751553899400,4.0,100.0,150.0,1,1,100,0,0,0,0,100,0,0,0
5039,9296067933400,4.0,300.0,200.0,2,3,300,0,0,0,0,300,0,0,0
5040,8226913641100,4.0,400.0,400.0,4,4,400,0,0,0,0,400,0,0,0
5041,7796573379400,4.0,300.0,100.0,2,3,0,0,0,300,300,0,0,0,0
5042,9336178454000,4.0,200.0,100.0,1,2,200,0,0,0,200,0,0,0,0
5043,8209821706600,4.0,270.0,50.0,1,6,0,0,0,270,0,270,0,0,0
5044,9225684795200,4.0,200.0,,0,2,200,0,0,0,0,200,0,0,0
5045,4891360034100,4.0,100.0,100.0,1,1,100,0,0,0,0,100,0,0,0
5046,8955578943200,4.0,400.0,,0,2,0,0,0,400,0,400,0,0,0
