,PLAYER_GATE_ID,MONTH_N,TREATMENT_SHR,RESPONCE_SHR,DAYS_FROM_LAST_SMS
0,3454727662200,3,1,0,5
1,7633484624400,2,1,0,6
2,3324287968800,2,1,1,12
3,6135219324700,1,1,1,5
4,8680423146400,1,1,0,13
5,2577201860500,2,0,1,13
6,5395405695900,2,0,0,13
7,4874497506700,3,0,0,6
8,5579463082100,3,0,1,6
9,4931461932800,3,0,0,13
10,4801234036800,2,0,0,6
11,1785293933300,2,0,0,20
12,2905707928700,1,0,0,19
13,3515541960800,1,0,0,6
14,6128498198200,2,1,0,6
15,4858456100,2,1,0,5
16,5331580547700,1,1,0,13
17,6144257185300,3,1,1,6
18,5374870756700,1,1,0,6
19,5348402481800,1,1,0,6
20,7757434505200,1,1,0,6
21,9617606502500,1,1,0,6
22,5376274457500,3,1,0,13
23,4605484299400,3,1,0,12
24,6147921230100,3,1,0,6
25,5337281534400,3,1,1,20
26,5584118829400,2,1,0,13
27,7650856989800,1,1,0,6
28,1748218244800,1,1,0,12
29,700525959400,1,1,0,6
30,5403689169000,1,1,0,5
31,5041208401600,3,1,1,13
32,1344565932000,2,1,0,13
33,9128860701000,2,1,1,5
34,5491546020200,3,1,0,5
35,7212578641800,1,1,0,6
36,3618363132500,3,1,1,6
37,9008346322500,3,1,0,6
38,8749042857500,1,1,1,6
39,5491546020200,1,1,0,5
40,3437259423000,2,1,0,6
41,6141387907200,2,1,0,6
42,4864748566100,2,1,0,5
43,8954796633700,1,0,0,6
44,4930022133200,1,1,0,6
45,5565190411700,3,1,0,6
46,3275995351000,2,1,1,5
47,4703007432300,1,1,0,6
48,9500997601900,3,1,0,6
49,4759257306300,1,1,0,6
50,4900393707900,3,1,0,6
51,4754812261000,1,1,0,20
52,1779948051400,3,1,1,5
53,9631144050100,1,1,0,6
54,5314217307300,2,1,0,13
55,5323711797300,3,1,0,6
56,4806078057100,2,1,0,13
57,8605085473200,1,1,0,26
58,8965504001000,2,1,0,6
59,5551887905400,3,1,0,6
60,3776853727500,2,1,0,6
61,6156508592500,1,1,0,5
62,5366553225600,3,1,0,6
63,2697373313700,2,1,0,5
64,7413636874900,1,1,1,6
65,7831001067100,2,1,1,20
66,5323073470900,3,1,0,6
67,3655571221300,2,1,0,48
68,562022900,3,1,1,5
69,4843950052700,2,1,0,5
70,4230620700500,2,1,0,5
71,3285099221300,2,1,1,5
72,5243012755500,1,1,0,6
73,5211214024500,1,1,0,6
74,4822645854700,2,1,0,6
75,3760614400,1,1,0,6
76,5295242102400,2,1,0,6
77,2469750750400,1,1,0,6
78,4104109477600,3,1,0,6
79,6150691621900,3,1,0,6
80,4785535355000,1,1,1,6
81,9521432305100,3,1,0,20
82,694243644800,2,1,1,20
83,9335389565900,2,1,0,6
84,4752134605700,1,1,1,13
85,4035166092000,1,1,0,13
86,3707620193700,1,1,0,5
87,1574980400,2,1,0,6
88,4945174895900,3,1,0,20
89,2394393612600,2,1,0,6
90,8564476972300,2,1,0,6
91,7549010132600,1,1,0,6
92,5207494445600,2,1,0,20
93,3324062261400,2,1,1,6
94,4751356809400,3,1,0,6
95,1895031734600,3,1,0,40
96,4866252530600,1,1,0,20
97,2917624274300,3,1,0,68
98,4820826605100,1,1,0,6
99,4780347568000,3,1,0,5
100,7989675297600,2,1,0,20
101,9151953370600,2,1,0,6
102,4774184770200,3,1,0,6
103,5408072247600,1,1,0,6
104,5356457425800,1,1,0,6
105,8603997454200,2,1,0,5
106,7225594118700,1,1,1,6
107,3843528281300,3,1,0,6
108,8923119780300,3,1,0,6
109,9413168733300,1,1,0,6
110,6136439713100,3,1,0,5
111,6420791258800,1,1,0,6
112,2133214623700,3,1,0,40
113,5449445129400,1,1,0,6
114,1106184142400,2,1,0,6
115,5388228943600,2,1,0,13
116,5425189361500,3,1,1,6
117,6127517061400,3,1,0,5
118,3573678294800,2,1,0,6
119,2279097671500,3,1,1,6
120,9570194722000,2,1,0,6
121,6098148462400,3,1,1,6
122,3282456183500,2,1,1,5
123,5315888497200,3,1,1,6
124,4321159466300,2,1,0,20
125,4750688173500,1,0,0,13
126,4231029542800,3,0,0,6
127,6123001448300,2,0,0,6
128,6155942581000,3,0,1,13
129,4770763233400,1,0,1,6
130,6234864954500,1,0,0,6
131,6102259708000,2,0,0,6
132,4369738587000,1,0,0,6
133,4986177787300,2,0,0,5
134,4386659044200,3,0,0,5
135,5034958933700,1,0,0,5
136,4981394246800,2,1,0,6
137,1603828142100,3,1,0,12
138,3193327600,1,1,0,6
139,6092263500200,1,1,1,6
140,1474918800,1,1,1,13
141,4353936992500,3,1,0,6
142,2624178215900,1,1,0,5
143,3812255837300,1,1,0,6
144,4769396664400,3,1,1,6
145,5449445207200,1,1,1,6
146,5295242102400,2,1,0,6
147,1629566578200,2,1,0,5
148,6426409749100,1,1,0,6
149,4674378767900,2,1,1,6
150,4885988132900,1,1,1,6
151,5262435183900,3,1,0,5
152,9703269441100,1,1,1,6
153,5353520697300,1,1,0,6
154,8559981338400,2,0,0,6
155,9603625661600,1,0,1,6
156,6160635510700,3,0,0,12
157,5301967682500,2,1,0,13
158,2880678853800,1,1,0,6
159,4931392432200,2,1,0,6
160,2715458959000,1,1,0,5
161,2464810323500,1,1,0,12
162,4770763233400,2,1,0,6
163,6119437685700,1,1,0,6
164,3561037486100,2,1,1,5
165,761814057700,3,0,1,13
166,9494316573800,1,0,0,6
167,3694857909500,2,0,0,6
168,4672948448200,3,1,0,5
169,9539107198600,3,1,0,6
170,6229592801300,2,1,0,27
171,4804549912100,3,1,0,6
172,4819045087800,3,1,0,6
173,4747808120600,1,1,0,6
174,5377448032600,3,1,0,6
175,4893289318300,3,0,0,6
176,6101505736100,3,0,0,6
177,4806138816100,1,1,0,6
178,4253403400,3,0,0,6
179,6538215410900,3,1,0,6
180,4956757845300,1,1,0,6
181,4876640466500,1,1,0,6
182,4979026110000,1,1,0,6
183,9331602286100,1,1,0,6
184,6101567925000,1,1,0,20
185,4734347387200,3,1,0,6
186,9400186544100,3,1,0,6
187,4874446968500,1,1,0,6
188,4942648594100,1,1,0,6
189,5286467917800,2,1,0,6
190,1279145973400,1,1,0,6
191,4903161400,1,1,0,5
192,906880592400,2,1,0,12
193,8827181985600,2,1,0,6
194,4788420450000,1,1,0,27
195,4881172360200,1,1,0,19
196,4863378525500,1,1,0,6
197,5370533767200,3,0,0,6
198,2439478382900,2,1,0,13
199,5495553583600,3,1,0,13
200,4772508093600,1,1,0,20
201,8901716390900,2,0,0,6
202,7716190553400,2,1,0,6
203,5173816365200,3,1,0,6
204,1893238171500,1,1,0,6
205,4881247890400,2,1,0,41
206,5004432690400,2,1,0,6
207,1821707476200,1,1,0,5
208,7225495553600,3,1,0,20
209,7225396866000,2,1,0,6
210,4824266605100,1,0,0,6
211,6485587208700,3,1,0,13
212,341847075400,1,1,0,6
213,2210468918300,2,1,0,6
214,5367847360400,3,0,0,6
215,3286208838800,1,1,0,5
216,4816263088300,1,1,0,26
217,4394283184800,1,1,0,5
218,9225895917200,2,1,0,6
219,5395559180700,2,0,0,6
220,207390211200,1,1,0,6
221,6148019793900,1,1,0,6
222,3963762611700,3,1,0,13
223,1690458528100,2,1,0,6
224,5427882636600,2,1,0,6
225,6497457386900,1,1,0,5
226,8580176400300,1,1,0,6
227,9746851573800,1,1,0,6
228,2666806809200,2,1,0,13
229,7582863269200,3,1,0,6
230,4934893100,1,1,0,5
231,4584031193900,2,1,0,6
232,4647490972300,3,1,0,6
233,342871962500,3,1,0,5
234,7610626614600,1,1,0,6
235,5589594984500,3,1,0,13
236,5423418619800,2,1,0,6
237,2264047283400,2,1,0,5
238,1232998508700,3,1,0,5
239,5331289891300,1,1,0,6
240,2080174813100,2,1,0,6
241,9614207830800,1,1,0,6
242,2125575002600,3,1,0,5
243,4776492158600,2,1,0,6
244,1780154388000,2,0,0,12
245,9312583633800,3,1,0,12
246,8016144179500,2,1,0,6
247,345395327800,2,1,0,5
248,1923720505800,2,1,0,26
249,5557073089900,1,1,0,6
250,8905977020200,3,1,0,6
251,7859686790000,1,1,0,6
252,6104004554900,2,1,0,12
253,4377398923900,2,1,0,5
254,4803950936600,2,1,0,6
255,6151038761600,2,1,0,6
256,4460633822800,2,1,0,6
257,7984828168900,3,1,0,6
258,8930662853900,1,1,0,6
259,4969785401600,3,1,0,6
260,8164904676500,2,0,0,6
261,3439854118100,1,1,0,6
262,5401329003000,1,1,0,6
263,4014883968800,3,1,0,6
264,4933818538000,3,1,0,6
265,8757236960300,1,1,0,6
266,4283915126500,3,1,0,6
267,3677512494300,2,1,0,13
268,6158317714500,2,0,0,6
269,1929415732300,1,1,0,5
270,5307286549300,1,1,0,6
271,2377476336400,3,1,0,6
272,5079322000,3,1,0,5
273,3706401835700,3,1,0,13
274,986744384200,2,1,0,13
275,5559139028500,2,1,0,6
276,4804049963700,1,1,0,6
277,4904230782700,1,1,0,6
278,5558572485500,2,1,0,5
279,6255533075500,1,1,0,6
280,9336450757200,2,1,0,6
281,3827516881500,3,0,0,6
282,6732616306500,1,0,0,6
283,1040599159500,2,1,0,6
284,4751953420900,2,0,0,6
285,4803541747500,2,1,0,6
286,3968335751600,1,1,0,6
287,5270663686500,1,1,0,6
288,1796955088800,3,1,0,6
289,3886404929200,2,1,0,5
290,4876249429200,2,0,0,6
291,4702410288700,1,0,0,6
292,828998256400,3,1,0,13
293,6779695085400,1,0,0,6
294,2261823459500,1,1,0,6
295,3291620409400,1,1,0,5
296,4848678489800,3,0,0,6
297,6468436651900,3,1,0,6
298,4914633585900,3,1,0,6
299,6119883382400,1,1,0,6
300,4467931564900,2,1,0,6
301,7581753630700,1,1,0,6
302,4812422718400,3,1,0,20
303,656734653600,3,1,0,5
304,1909079192400,3,1,0,41
305,5341114870300,1,0,0,6
306,7728349717700,2,1,0,6
307,5203604007200,1,1,0,6
308,2534151983500,1,1,0,6
309,9582248759400,1,1,0,13
310,4901414263700,2,1,0,6
311,9598488722700,1,1,0,6
312,2597081172200,1,1,0,19
313,3168167126100,2,1,0,26
314,3415174238300,1,1,0,6
315,5343615650000,1,1,0,6
316,1826869698500,2,1,0,6
317,8083284074300,1,1,0,6
318,3928812006700,1,1,0,4
319,3736205145900,1,1,0,5
320,4955418286100,3,1,0,13
321,6154647508300,2,1,0,6
322,169633632600,2,1,0,13
323,1938560193100,3,1,0,6
324,6136033261200,1,1,0,6
325,4865761953500,1,1,0,6
326,6135637167300,2,1,0,6
327,3532765574900,1,1,0,5
328,6126007760100,1,1,0,6
329,4981733678200,2,1,0,13
330,4898782744100,3,1,0,13
331,6498701173700,2,1,0,6
332,4225233172900,1,1,0,13
333,3098447761800,1,1,0,5
334,8811498774100,2,0,0,6
335,7830945609100,2,1,0,6
336,6262742408900,1,0,0,6
337,4773741628400,3,1,0,6
338,2738391663200,3,0,0,5
339,1502659184000,3,1,0,6
340,5160108736500,1,1,0,5
341,739732689800,1,1,0,6
342,381858756800,3,1,0,26
343,2714714248400,1,1,0,5
344,4790895533800,1,0,0,6
345,4879867289900,2,1,0,40
346,9166123677000,3,1,0,5
347,7770325610300,1,0,0,6
348,1156463230000,2,1,0,33
349,8234883006700,3,1,0,6
350,4774485907700,3,1,0,6
351,2097905556000,1,1,0,6
352,5271220932500,3,1,0,20
353,5372706615900,1,1,0,6
354,9226530600700,3,1,0,6
355,5010426565200,2,1,0,6
356,5330246628600,2,1,0,6
357,7232637210700,3,1,0,6
358,5317857016700,2,1,0,6
359,4933802511000,3,1,0,5
360,4970106585700,3,1,0,6
361,4923797389500,1,1,0,12
362,4954025632300,3,1,0,6
363,6141340722500,3,1,0,6
364,4894628173200,3,0,0,6
365,4933930534800,1,1,0,6
366,4606219300600,3,1,0,83
367,4193804191500,1,1,0,5
368,9699537374600,1,1,0,6
369,5299132070400,3,1,0,20
370,4837100734400,1,1,0,6
371,3097148553300,1,1,0,5
372,4956702948800,2,1,0,6
373,1954459595800,3,1,0,5
374,8252470630300,2,0,0,6
375,4948772240500,3,1,0,48
376,7226491765700,3,1,0,6
377,2277994527000,3,1,0,26
378,76113292800,1,1,0,12
379,4790411179200,3,0,0,6
380,1752585795400,2,1,0,13
381,4799463469200,1,1,0,6
382,5316030464800,3,1,0,6
383,1986674330300,1,1,0,5
384,3962523324700,3,0,0,6
385,6039660576700,1,1,0,6
386,4985286440100,1,1,0,20
387,2212319727200,1,1,0,20
388,4890811859800,3,1,0,6
389,3819046792300,2,1,0,5
390,5290548475200,3,0,0,6
391,7212404136000,3,0,0,13
392,5165575096300,1,1,0,6
393,7999337705100,1,1,0,6
394,4949026298600,2,1,0,48
395,9527953032400,3,1,0,12
396,5403567693600,1,0,0,20
397,4977783211700,1,1,0,6
398,4488648916400,2,1,0,6
399,8806513851900,3,0,0,6
400,6135302125300,1,1,0,13
401,4537355963300,3,1,0,6
402,9521862482500,2,1,0,6
403,4796635762800,1,1,0,6
404,1121382210700,1,1,0,6
405,6294596158600,1,1,0,6
406,4828966013600,1,1,0,6
407,8560974330200,1,1,0,6
408,2036265974000,2,0,0,5
409,7491385726900,3,1,0,76
410,2882434654800,3,1,0,6
411,2044786846700,1,1,0,5
412,6941944489700,1,1,0,13
413,5114738098000,2,1,0,5
414,5394328356500,1,1,0,6
415,2750029753400,2,1,0,6
416,6186120841800,1,1,0,6
417,2623879762800,1,1,0,12
418,9560367817400,1,1,0,6
419,520777748900,2,1,0,5
420,9347100636500,2,1,0,6
421,5375504104000,1,1,0,6
422,6309362639200,2,1,0,6
423,1886221900,1,1,0,6
424,9429788930100,2,0,0,6
425,5218538059100,3,1,0,19
426,4878720787700,1,1,0,6
427,7835673750700,1,1,0,6
428,6508023911800,1,1,0,6
429,2261763479800,1,1,0,6
430,5574599611100,2,1,0,6
431,1493993616100,3,0,0,6
432,7205654687400,1,1,0,5
433,7218486461000,2,1,0,20
434,1791281385100,1,1,0,6
435,4819937790500,3,1,0,6
436,6141311546700,1,1,0,6
437,4941448620300,2,1,1,13
438,5281186295600,3,1,1,13
439,3848928797300,3,1,0,20
440,3750541015000,3,1,0,5
441,7409387753300,1,1,0,6
442,9744242269000,2,1,0,6
443,4759098693500,1,1,0,20
444,5291822610600,1,1,0,20
445,6511104961700,3,1,1,5
446,9477189647800,2,1,1,6
447,3290734105700,2,1,0,5
448,1361413099400,3,1,0,5
449,5373799203700,3,1,0,6
450,1987078313900,3,1,0,6
451,9705869503800,2,1,0,6
452,1902168665400,1,1,1,5
453,378362351400,3,1,0,6
454,5287012648800,2,1,0,13
455,5122321878700,2,1,0,6
456,4976373009700,2,1,0,5
457,1031460441400,3,1,0,6
458,4754244514200,3,1,0,6
459,5573052395900,2,1,1,6
460,5320753495900,1,1,0,6
461,9362616964200,1,1,0,6
462,5408665439300,1,1,0,6
463,4803051378600,3,1,0,6
464,9577461241200,1,1,0,6
465,8883657306100,2,1,0,6
466,5391873289300,1,1,1,6
467,1819954730300,2,1,0,13
468,5218739667500,1,1,1,13
469,3499130967700,1,1,0,13
470,6105418862400,2,1,0,6
471,5290512290400,2,1,0,5
472,224864173900,3,1,0,5
473,5205957202300,1,1,0,6
474,2605093471000,2,1,0,5
475,6219237396600,3,1,0,6
476,4548025800,1,1,0,12
477,9319293359700,3,1,1,6
478,1987078313900,1,1,1,6
479,7264678764000,3,1,0,5
480,8660911273100,3,1,0,5
481,5251579896800,3,1,0,6
482,5282452397600,1,1,0,6
483,4824198343500,1,1,0,6
484,5513207935200,3,1,0,48
485,5589198042100,2,1,0,6
486,9705413083200,1,1,1,6
487,3354785153900,1,1,0,5
488,5469624882400,1,1,1,6
489,4873418900,2,1,0,33
490,1784221968000,2,1,0,5
491,4605181200000,2,1,0,6
492,3904117606300,3,1,0,20
493,8584145263600,1,1,1,6
494,707922208800,1,1,1,6
495,5228815151600,2,1,0,6
496,2016253800,1,1,1,13
497,4754157777100,3,1,0,13
498,4563949266300,1,1,0,5
